self_BFI_1,self_BFI_2,self_BFI_3,self_BFI_4,self_BFI_5,self_BFI_6,self_BFI_7,self_BFI_8,self_BFI_9,self_BFI_10,self_BFI_11,self_BFI_12,self_BFI_13,self_BFI_14,self_BFI_15,self_BFI_16,self_BFI_17,self_BFI_18,self_BFI_19,self_BFI_20,self_BFI_21,self_BFI_22,self_BFI_23,self_BFI_24,self_BFI_25,self_BFI_26,self_BFI_27,self_BFI_28,self_BFI_29,self_BFI_30,self_BFI_31,self_BFI_32,self_BFI_33,self_BFI_34,self_BFI_35,self_BFI_36,self_BFI_37,self_BFI_38,self_BFI_39,self_BFI_40,self_BFI_41,self_BFI_42,self_BFI_43,self_BFI_44,self_BFI_45,self_BFI_46,self_BFI_47,self_BFI_48,self_BFI_49,self_BFI_50,self_BFI_51,self_BFI_52,self_BFI_53,self_BFI_54,self_BFI_55,self_BFI_56,self_BFI_57,self_BFI_58,self_BFI_59,self_BFI_60,self_condition,self_Part_ID,self_BRF_1_1,self_BRF_2_1,self_BRF_3,self_BRF_4,self_BRF_4_1,self_BRF_4_2,self_BRF_5,self_BRF_6,self_IR_1,self_IR_2,self_IR_3,self_IR_4,self_IR_5,self_IR_6,self_IR_7,self_IR_8,self_IR_9,self_IR_10,self_IR_11,self_IR_12,self_MIRW_1,self_MIRW_2,self_V_Q1,self_DB_1,self_DB_2,self_DB_3,self_DB_4,self_DB_5,self_DB_6,self_GLTEQ_1,self_GLTEQ_2,self_GLTEQ_3,self_RB_1,self_RB_2,self_RB_3,self_RB_4,self_RB_5,self_RB_2_1,self_RB_2_2,self_RB_3.1,self_RB_4.1,self_PATH_1.1_1,self_PATH_1.1_2,self_PATH_1.1_3,self_PATH_1.1_4,self_PATH_1.1_5,self_PATH_1.1_6,self_PATH_1.1_7,self_PATH_1.1_8,self_PATH_1.1_9,self_PATH_1.1_10,self_CA_1.7.1_1,self_CA_1.7.1_2,self_CA_1.7.1_3,self_CA_1.7.1_4,self_CA_1.7.1_5,self_CA_1.7.1_6,self_CA_1.7.1_7,self_CA_8,self_D_1,self_D_2,self_D_3,self_D_3_7_TEXT,self_D_4,self_D_5,self_D_6,self_D_7_1,self_peer.rating,self_ext_total,self_agr_total,self_con_total,self_neu_total,self_ope_total
2,4,3,4,5,2,5,2,3,4,3,3,3,3,3,2,4,3,5,5,2,3,2,3,4,2,3,2,4,4,1,4,4,5,5,1,5,2,5,5,2,3,3,3,5,3,4,4,5,5,3,5,2,4,5,3,3,3,4,5,I,1961,4,3,0,2,84,,1,1,1,1,3,3,7,6,5,2,6,5,3,4,170,59,30,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,3,2,20,3,NA,Nigeria,English,14,5,0,26,46,33,48,55
2,4,3,3,3,3,5,3,2,4,3,2,4,2,3,2,4,3,4,4,3,4,3,3,3,4,4,4,2,4,3,4,3,3,3,2,5,2,2,4,3,3,1,5,3,2,4,1,3,2,4,5,5,2,3,3,3,4,1,4,IS,1965,8,7,1,2,87%,,0.5,2,1,1,2,7,3,3,1,4,1,5,3,4,188,81,15,1,2,2,2,2,2,5,1,5,3,1,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,25,1,NA,Canada,english,17,5,0,34,47,36,32,40
4,4,4,2,2,3,4,4,3,4,4,4,4,2,4,4,4,4,2,3,3,4,4,2,4,4,4,4,2,3,4,4,4,2,4,3,5,4,2,5,4,3,4,2,4,4,4,4,2,3,3,4,4,2,4,4,4,4,2,3,E,1954,5,4,N/A,2,N/A,,N/A,2,1,1,3,1,7,4,5,3,5,3,2,1,N/A,N/A,N/A,1,1,1,1,1,1,0,3,3,0,0,0,0,0,N/A,N/A,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,23,3,NA,Canada,English,16,5,0,44,48,48,25,43
3,4,2,2,3,4,5,2,2,4,3,3,3,4,3,2,5,4,3,4,3,3,2,3,4,2,4,5,3,3,1,3,2,4,4,4,5,3,3,4,3,4,2,4,5,3,4,3,3,4,4,5,4,3,4,3,4,4,4,3,IS,1971,3,5,2,2,68,,1,1,2,1,NA,7,NA,6,NA,4,NA,6,NA,1,172,68,0,1,2,1,1,1,1,1,1,3,5,4,0,0,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,21,1,NA,Canada,English,14,5,0,35,49,36,38,45
4,4,2,4,4,4,5,2,3,3,4,3,4,2,4,4,5,4,3,4,4,2,2,2,4,3,4,4,4,4,4,4,3,2,4,4,4,4,2,4,4,4,4,2,4,4,2,2,2,3,3,5,4,2,2,4,4,4,4,2,I,1834,3,6,2,2,63,,0,1,1,1,7,4,5,6,5,4,6,6,2,2,153,50,10,2,2,2,1,1,1,0,0,3,2,0,0,0,0,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,21,2,NA,South Korea,Korean,15,5,0,46,46,39,32,42
4,5,4,2,2,4,5,4,2,5,4,5,5,1,5,4,1,4,2,5,4,2,4,1,5,5,5,2,2,5,5,5,4,2,5,4,5,4,1,5,4,4,5,1,5,5,5,5,2,5,4,5,5,1,5,5,5,4,1,5,O,1955,7,6,2,2,75,,1,2,1,1,7,7,5,2,5,5,5,5,3,1,175,190,104,1,1,1,1,1,1,3,4,5,0,0,0,0,0,2,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,22,7,Central Asian - Afghanistan,Afghanistan,Dari and English,17,5,0,52,52,50,18,57
4,5,4,3,3,4,5,3,1,5,4,4,4,2,3,2,5,4,3,3,4,5,3,1,3,1,4,4,1,4,4,4,4,5,2,4,5,3,2,4,4,4,2,4,5,4,5,4,3,2,4,5,5,2,3,4,4,1,4,2,IS,1785,7,6,1,2,82,,0,1,1,1,4,4,5,5,5,5,6,6,1,1,182.88,68,48,1,1,1,1,1,1,0,7,7,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,20,5,NA,Canada,English,14,5,0,43,55,41,31,39
3,3,4,2,3,5,3,2,2,3,2,2,4,3,4,2,2,3,3,3,3,3,2,3,3,4,2,3,3,2,2,3,4,5,3,3,2,5,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,4,2,3,3,2,O,1972,6,5,0,2,77,,0,2,1,1,7,7,5,5,5,5,6,6,3,3,177,65,0,3,2,3,1,3,3,7,7,7,0,0,0,0,0,1,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,23,2,NA,canada,madarin,17,5,0,36,30,39,36,35
4,5,4,4,2,4,5,3,4,4,4,4,4,2,2,4,5,4,3,2,4,4,2,2,2,4,5,4,2,2,4,4,5,4,3,4,5,4,4,5,4,4,5,2,1,4,5,4,5,2,2,5,4,4,2,3,4,4,4,2,I,1975,7,4,1,2,71,,3,1,1,1,2,2,7,5,5,4,6,5,2,4,162,53,20,2,1,1,1,1,1,3,1,6,2,1,0,0,0,3,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,20,7,Middle Eastern,Jordan,English,13,5,0,45,55,47,40,29
4,4,4,3,3,3,5,4,4,3,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,3,3,4,2,3,3,3,4,3,4,3,3,4,4,2,3,2,3,4,4,2,3,4,3,3,3,3,I,1932,7,5,1,2,81,,0,1,1,1,7,3,5,5,4,4,5,4,3,1,158,48.5,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,20,2,NA,Canada,English,15,5,0,41,42,42,36,34
3,4,2,4,2,5,4,3,4,2,3,2,4,3,4,3,5,3,4,2,4,3,2,3,3,2,1,3,3,4,4,5,2,4,2,4,4,3,3,4,3,1,4,2,5,3,4,2,3,2,4,4,4,3,2,3,1,3,3,4,E,1952,6,6,0,2,82,,0,1,1,1,4,1,5,6,5,3,5,3,3,5,191,120,60,1,1,1,1,1,1,2,5,7,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,23,7,Middle Eastern ,Syria,English,17,5,0,41,38,35,39,36
4,4,3,2,3,3,4,2,3,3,3,3,2,2,4,4,4,3,2,4,3,2,3,2,3,3,4,3,2,3,4,4,3,4,3,3,4,3,3,3,4,3,3,3,3,3,4,4,3,2,4,4,4,2,3,4,3,4,3,3,IS,1933,3,4,1,2,60,,0,2,1,1,5,1,5,1,3,1,4,2,4,1,172,70,0,2,2,2,1,1,1,0,1,2,0,0,0,0,0,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,23,2,NA,china,english,16,5,0,42,43,37,31,37
2,5,4,3,2,4,5,3,3,4,4,4,4,4,3,2,5,3,2,3,3,4,3,2,5,4,5,3,4,4,2,5,4,3,4,3,4,2,3,3,3,4,5,2,4,3,5,4,2,4,4,5,2,2,2,4,4,4,3,3,O,1734,5,5,0,2,75%,,0,1,1,1,4,3,5,4,5,5,6,6,3,4,165,64,10,1,1,1,1,1,1,0,1,2,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,20,2,NA,China,Chinese,14,3,0,38,55,41,33,41
4,5,3,3,3,3,5,2,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,2,4,4,4,4,3,2,3,4,4,4,4,3,3,4,3,3,2,5,5,4,5,3,4,3,4,4,4,2,3,4,4,3,4,4,IS,1902,7,5,1,2,73,,2,2,1,1,3,3,6,6,4,4,5,5,4,5,160,67,50-60,2,1,1,1,1,1,5 days a week,everyday,everyday,05-Apr,none,none,none,none,none,none,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,18,7,South Asian (Indian),India,English,14,4,0,42,47,39,42,46
4,3,5,1,3,4,5,3,2,4,4,2,5,2,3,2,4,4,2,4,4,3,4,2,4,5,3,5,2,4,3,4,5,2,4,4,4,5,1,4,3,3,5,1,4,2,4,5,1,3,4,5,5,1,4,4,3,3,3,4,E,1164,7,7,1,2,65,,5,2,1,1,3,3,6,6,4,5,6,6,3,2,6 feet,188lbs,5,2,2,1,1,2,2,6 days a week,7 days a week,daily,3,3,20,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,4,1,22,1,NA,Canada,English,in 17th year ,5,0,43,43,54,20,45
4,5,5,3,4,2,5,2,2,3,3,5,4,1,3,2,5,4,2,4,3,5,2,2,2,2,4,4,2,3,2,5,5,3,4,3,5,3,2,2,3,5,5,1,4,3,5,5,2,4,2,5,4,1,3,4,4,4,1,3,O,1987,5,6,0,2,72,,0,1,1,1,7,3,5,3,5,4,6,6,3,1,163,56,20,1,1,1,1,1,1,2,3,7,1,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,20,2,NA,Canada,English,14,5,0,33,58,47,22,39
5,3,4,3,5,3,4,1,2,2,4,3,3,3,3,5,3,3,3,3,3,2,3,5,3,4,3,4,4,4,3,3,3,4,3,3,5,3,3,3,5,2,4,3,3,4,3,5,3,3,3,3,3,3,4,3,3,3,3,4,IS,1989,3,5,5,2,70,,15,1,1,1,7,7,7,7,5,5,6,6,4,2,166,43,10,2,1,2,1,1,1,60,120,120,10,2,nah,nah,nah,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,21,2,NA,China,Mandarine,14,4,0,45,37,39,39,40
3,4,5,2,5,4,5,3,2,4,4,3,4,1,4,2,1,5,3,5,4,3,3,4,2,4,3,4,2,4,3,4,5,5,5,5,4,2,3,5,3,2,5,1,5,3,3,4,4,3,5,4,5,3,5,4,3,5,1,5,I,1991,6,5,2,2,75,,2,2,1,1,3,3,5,5,5,5,6,6,3,2,173,64,730,1,1,1,1,1,1,02-Jan,1,5,0,0,0,0,0,2,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,21,2,NA,South Korea,Kkorean,14,5,0,44,39,50,31,52
5,5,2,2,2,2,5,1,2,4,5,4,4,4,4,5,5,4,3,5,3,2,2,1,5,2,5,2,3,4,2,4,2,2,5,4,2,2,1,5,5,3,5,4,5,5,5,2,4,5,4,5,4,1,5,5,5,2,5,5,O,1158,7,6,1,2,83.40%,,0-1 ,2,1,1,3,3,5,5,5,5,5,5,3,3,154,80,70,3,1,1,1,1,1,2-3 hours ,0,1,0,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,19,7,South Asian: Indian,India,English,14,5,0,47,50,32,32,54
2,5,5,5,4,3,5,3,4,4,2,3,4,4,3,1,4,5,4,4,1,5,3,3,4,5,4,4,4,3,1,4,4,5,NA,3,4,5,4,4,3,4,4,3,3,3,4,5,5,3,2,5,4,4,4,3,3,4,4,3,O,1981,5,4,1,2,81,,0,1,1,2,7,NA,7,NA,5,NA,6,NA,4,NA,164,54,20,2,1,1,1,1,1,3,5,5,2,0,0,0,0,1,0,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,3,2,20,1,NA,Canada,English,15,5,0,29,50,50,49,39
5,5,4,2,4,2,5,4,4,4,4,4,4,2,3,4,5,5,2,5,2,4,2,4,4,4,5,2,4,4,2,4,5,5,4,4,2,4,4,4,4,4,5,2,4,4,5,5,5,5,2,5,5,4,4,4,5,2,4,4,O,1983,7,5,1,2,72,,1,1,1,1,7,6,6,5,5,3,6,4,3,4,167.64,58,5,2,1,2,1,2,2,1,4,2,3,0,2,0,0,7,1,4,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,3,2,21,1,NA,Canada,english,16,5,0,41,53,47,42,49
5,5,2,5,3,4,5,2,2,5,5,1,2,3,4,5,4,4,2,4,4,4,2,2,5,4,2,2,4,4,2,4,2,4,4,4,5,3,2,4,5,2,4,2,4,5,5,2,4,3,4,5,3,2,4,5,2,3,4,4,O,1969,5,5,1,2,4,,10,2,1,1,7,7,7,6,5,5,5,5,5,5,163,48,36,3,1,2,1,1,1,3,0,0,1,0,0,0,0,2,1,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,21,7,Middle Eastern,Iran,Farsi,16,5,0,52,44,31,36,48
4,5,4,4,2,2,5,3,4,3,4,2,4,4,4,2,2,4,4,4,3,4,2,2,3,2,2,3,4,2,2,3,4,4,4,3,2,3,2,3,3,3,4,3,4,4,4,4,4,2,3,4,3,2,3,3,2,4,4,4,O,1735,6,5,5,2,80,,1,2,1,1,7,7,6,6,4,3,4,4,5,6,172,54,10,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,19,1,NA,Canada,English,14,4,0,35,38,42,41,38
4,4,4,4,4,4,5,3,4,5,4,4,5,3,3,3,5,4,4,3,4,3,3,2,4,2,4,4,3,4,4,4,4,4,4,3,4,3,3,4,3,4,4,2,4,4,4,4,4,4,4,5,5,1,3,4,5,4,3,3,E,1751,3,6,0,2,75,,1,2,1,1,7,4,7,5,5,4,6,6,4,3,161.29,49.89,52,1,1,1,1,2,1,1,5,7,7,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,2,20,2,NA,india,english,15,5,0,43,51,47,37,45
2,3,3,4,3,3,5,3,4,5,4,2,4,4,5,1,4,4,4,4,3,3,2,2,5,4,3,4,2,4,2,3,3,4,4,4,5,4,3,5,3,3,4,3,4,1,4,4,4,4,2,5,4,2,4,2,4,4,1,4,I,1985,6,6,0,2,85,,0,2,1,1,7,7,4,4,3,5,5,6,5,4,180,72,20,2,1,1,1,2,1,3,0,4,0,0,0,0,0,1,0,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,22,2,NA,Canada,English,17,5,0,31,44,43,37,51
5,4,2,5,1,4,5,1,5,5,4,2,5,4,2,2,4,2,4,5,4,5,4,1,5,1,2,2,2,5,2,5,1,5,5,5,2,4,3,2,4,2,5,2,5,4,4,5,5,5,2,5,5,4,5,4,2,2,4,4,O,2001,7,5,1,2,73,,0,2,1,1,1,3,2,3,5,4,6,3,1,3,180,86.18,0,1,1,2,1,1,1,0,2,3,0,0,1,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,19,1,NA,Canada,English,13.75,5,0,41,42,38,44,49
3,4,4,3,4,3,5,3,3,3,4,4,4,2,3,2,4,4,3,4,3,5,4,1,3,2,4,3,3,4,4,4,4,4,4,3,3,4,2,4,2,2,4,2,4,3,4,4,4,3,3,4,4,2,2,2,3,4,2,3,I,2000,5,4,0,1,,85,1,2,1,1,3,3,5,5,5,5,6,6,1,1,164,54,5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,19,2,NA,Indonesia,English,13,4,0,34,46,46,31,41
3,4,3,4,4,3,4,2,4,3,3,2,3,4,2,3,3,3,4,4,3,3,1,4,3,2,4,4,5,3,4,4,1,3,4,2,4,2,3,3,2,5,4,4,4,4,5,2,2,5,1,4,1,4,3,4,4,5,5,2,E,1861,6,4,3,2,60,,0,1,1,1,4,4,5,4,1,4,1,6,5,1,157,59,0,1,1,1,1,2,1,0,0,1,6,2,0,0,0,8,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,22,7,"both hispanic, latino, and european",Canada,English,16,5,0,34,46,31,46,40
2,5,5,3,4,3,4,3,4,4,4,2,3,3,3,1,4,5,4,4,3,3,3,2,5,3,2,4,4,4,3,3,5,4,5,4,3,3,3,4,3,3,2,3,5,3,4,4,3,4,4,5,3,3,5,2,4,5,4,3,IS,1979,4,4,4,2,83,,2,2,1,1,5,5,6,6,5,5,6,6,3,4,171,68,60,1,1,2,1,1,1,2,4,6,7,2,7,0,0,6,3,3,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,4,2,20,1,NA,Canada,English,15,5,0,35,42,45,40,50
5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,4,1,5,4,5,4,1,5,5,5,3,1,5,5,5,3,1,5,5,5,4,1,5,5,5,5,1,5,4,5,5,1,5,3,5,3,1,5,5,5,3,2,5,O,1993,8,6,1,2,84,,2,1,1,2,5,NA,5,NA,4,NA,6,NA,5,NA,171,65,7,2,2,2,2,1,1,7,0,0,2,1,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,3,1,20,2,NA,Thailand,English,15,5,0,56,60,49,13,60
3,5,2,4,5,4,5,2,2,5,4,4,4,5,4,2,5,2,5,5,3,4,1,2,5,1,4,2,2,5,3,4,2,4,4,4,5,2,4,5,3,4,3,5,4,3,5,2,5,5,2,5,2,4,5,3,4,2,5,3,IS,1992,7,5,1,2,78,,8,1,1,1,3,3,5,4,4,4,6,6,3,3,164,53,60,2,2,1,1,1,1,0,2,7,5,4,10,0,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,3,2,20,5,NA,Peru,Spanish,14,5,0,35,54,26,47,55
4,NA,4,3,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,2,3,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,3,4,4,4,4,4,3,4,4,3,4,3,I,1996,4,3,1,2,70%,,0,1,1,1,3,3,5,1,4,3,6,5,3,3,157,53,0,1,1,1,1,1,1,3-4 times a week,NA,NA,wine,no,no,no,no,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,23,2,NA,korea,korean,15,3,0,45,35,40,43,44
3,5,2,5,5,1,5,1,4,5,4,2,3,4,4,3,5,2,5,5,3,4,2,4,5,3,4,3,4,5,2,4,2,4,5,4,4,3,3,5,4,4,4,4,5,4,5,2,4,2,3,5,3,4,5,5,4,3,4,5,E,1995,1,7,5,2,70,,70,1,1,1,3,3,3,2,4,2,5,3,4,6,175,80,2,1,1,2,1,3,3,1,3,2,4,0,26,2,0,11,4,3,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,21,2,NA,China,Cantonese,14,3,0,39,51,30,49,56
3,3,3,4,2,2,5,3,2,4,3,4,2,3,3,3,3,3,3,3,2,4,4,4,4,4,2,4,4,4,4,2,4,4,5,2,4,4,5,4,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,5,1,3,O,1948,6,5,2,2,76.6,,0,2,1,1,3,3,6,5,4,4,5,5,3,3,174.5,58,7,1,1,1,1,1,1,30,150,300,2,no,no,no,no,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,19,2,NA,China,Mandarin,14,4,0,32,40,41,39,41
3,4,3,3,3,3,5,3,3,3,4,3,4,3,3,3,4,3,2,3,3,4,3,2,3,3,3,4,2,4,3,4,4,3,3,3,5,3,3,3,4,4,3,4,5,3,4,5,3,3,3,5,4,3,3,4,4,5,3,4,IS,8769,4,5,1,2,68,,3,2,1,1,3,3,5,4,4,2,6,3,4,4,176,56,100,1,1,1,1,1,1,1,2,6,2,1,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,21,5,NA,Mexico,Spanish,15,5,0,39,49,44,34,40
3,5,2,4,4,2,4,2,2,4,4,2,4,3,2,2,5,3,4,4,3,5,3,3,4,2,4,3,3,3,3,4,4,4,4,3,4,3,3,4,3,4,4,2,5,3,5,4,4,4,2,5,4,3,4,4,4,4,3,3,E,2012,6,6,1,2,78,,1,1,1,1,2,2,6,4,5,4,6,6,5,1,164,64,2,2,1,3,1,1,1,0,5,5,4,0,18,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,21,3,NA,zimbabwe,shona,16,5,0,34,51,40,38,45
2,5,4,4,4,1,5,1,5,3,2,2,4,4,2,1,5,4,5,4,1,5,1,5,2,4,4,5,3,4,1,4,5,5,4,1,4,1,5,2,1,1,4,2,5,2,4,4,5,5,2,5,2,5,2,4,3,5,4,2,I,2016,5,2,2,2,70,,0,2,1,1,5,5,6,6,4,3,5,3,6,6,171,62,25,1,1,1,1,1,1,5 to 6,3,0,1,0,0,0,0,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,22,7,South Asian ,Canada,English,16,5,0,22,47,40,52,39
4,4,4,3,3,4,4,2,2,5,3,3,3,4,5,3,3,4,3,3,4,3,2,2,2,4,4,3,3,4,4,3,4,3,5,4,4,3,4,4,3,2,1,3,5,3,4,4,3,1,4,4,5,4,3,3,3,4,3,4,IS,1990,7,5,3,2,75,,2,1,1,1,3,3,6,6,3,4,5,5,5,4,183,65,10,2,1,1,1,2,2,3,5,3,3,0,0,0,28,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,1,21,2,NA,China,Mandarin,15,4,0,43,41,39,37,44
4,5,2,4,3,4,5,2,4,3,3,3,4,4,4,3,4,4,3,4,3,2,2,3,2,3,4,2,4,3,2,4,4,4,4,2,4,3,4,3,3,3,3,3,3,4,4,3,4,3,2,5,4,4,3,3,4,4,4,3,O,2005,6,5,0,1,,85,2,2,1,1,7,6,6,6,5,5,6,5,3,3,168,67,10,1,1,1,1,1,1,0,6,6,0,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,19,7,chinese,China,Chinese,12,3,0,36,47,37,45,38
4,5,2,2,5,2,5,1,2,5,5,3,2,5,5,3,4,2,2,5,2,5,1,2,5,2,5,2,4,5,3,4,3,2,5,4,4,2,3,5,4,3,2,2,5,4,4,3,3,3,2,4,2,3,5,4,3,2,4,5,O,1916,5,4,4,2,64,,4,2,1,1,3,3,5,5,4,4,5,5,3,3,155,52,3,3,1,2,2,1,1,0,2,3,0,0,0,0,1,4,2,4,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,3,2,NA,2,NA,Macau,Cantonese,15,5,0,39,49,24,34,58
3,3,2,2,3,2,4,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,4,3,3,3,2,4,3,4,4,3,4,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,E,1997,4,4,0,2,67,,1,1,1,1,7,7,6,6,4,4,4,4,4,3,167.64,56.7,30,2,1,2,1,1,1,1,5,2,0,-,0,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,18,7,south asian,Canada,English,13,5,0,31,40,35,37,37
2,5,4,5,2,2,5,2,3,5,4,4,4,4,2,1,5,4,3,4,1,5,1,4,4,1,5,4,2,4,1,4,5,5,5,4,5,2,4,4,2,5,3,2,4,2,5,4,5,2,2,5,3,5,3,4,5,5,4,4,I,1970,6,3,Two people,2,67,,1,1,1,1,4,4,5,5,5,5,6,6,2,2,173,56,1,1,1,2,1,1,1,Never,Never,1-2 times,1,1,0,0,0,2,1,4,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,22,1,NA,Canada,English,16,5,0,26,58,41,46,43
4,5,3,2,4,2,5,3,1,5,4,3,2,2,4,3,5,4,2,4,3,4,2,2,4,3,4,2,3,4,4,4,3,2,4,3,4,3,3,4,4,5,3,4,5,4,4,3,4,4,4,4,4,1,4,4,4,3,4,4,IS,2007,8,6,0,2,78,,4,2,1,1,3,3,6,6,4,4,6,6,5,3,153,50,20,2,2,2,2,1,1,0,4,3,3,2,2,0,0,0,0,NA,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,20,7,south asian,india,english,14,5,0,42,51,35,30,50
4,5,5,4,3,4,5,5,2,5,5,3,5,4,4,4,5,5,3,4,5,5,4,2,5,5,4,5,2,5,4,4,5,4,4,5,3,4,2,5,4,4,5,2,5,5,5,5,4,4,5,4,4,3,5,5,4,5,4,5,O,2017,9,7,1,2,80,,1,1,1,5,4,1,6,1,5,1,6,2,4,1,165,55,10,1,1,1,1,1,1,4,2,1,2,0,0,0,0,5,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,24,7,Middle eastern,Iran,Farsi,18,5,0,55,51,57,36,54
4,3,2,4,5,4,4,2,3,4,4,3,4,4,4,2,4,2,3,4,4,4,3,2,4,4,3,2,4,4,2,4,2,4,1,2,4,3,3,4,2,3,4,1,2,4,4,3,3,1,5,4,4,3,3,4,4,3,4,4,I,2008,7,6,1,2,dk,,1 or none,1,1,1,7,7,7,7,5,4,6,6,7,7,172,57,not sure,1,1,2,2,1,1,7,23,0,1,0,0,0,0,0,0,NA,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,21,2,NA,usa,english,16,4,0,41,44,34,38,40
3,3,4,2,4,3,4,4,3,4,3,5,4,2,4,1,3,4,5,2,3,3,3,3,5,3,4,4,3,4,2,4,4,5,4,4,5,3,3,4,3,3,4,2,1,3,4,4,3,1,3,3,4,3,4,3,3,4,2,4,E, XDS,6,6,1,2,79,,0,1,1,1,3,3,4,4,5,5,6,6,1,1,183,64,52,2,2,1,1,2,1,0,0,10,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,29,1,NA,Canada,English,17,5,0,34,44,46,36,41
